ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,OVERDUE_STATUS,APPROVED
5013291,M,N,Y,0,96200.0,Working,Secondary / secondary special,Married,House / apartment,-20200,-8144,1,1,0,1,Medicine staff,2,35,0,0
5013292,M,N,N,1,294700.0,Working,Higher education,Married,House / apartment,-23524,-7300,1,0,0,0,Waiters/barmen staff,3,49,0,1
5013293,F,Y,N,2,177000.0,Working,Secondary / secondary special,Married,House / apartment,-21422,-581,1,0,0,1,Medicine staff,4,49,0,0
5013294,F,Y,Y,0,188800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-12512,365243,1,0,0,1,,2,13,0,1
5013295,F,Y,N,0,179900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-8227,-5333,1,1,1,0,Drivers,2,12,1,0
5013296,F,N,Y,1,232300.0,Working,Higher education,Separated,Rented apartment,-14904,-12927,1,0,1,0,High skill tech staff,2,1,0,1
5013297,M,N,N,1,144600.0,Working,Higher education,Married,Municipal apartment,-19329,365243,1,0,1,0,,3,10,1,1
5013298,M,N,Y,0,376400.0,Commercial associate,Lower secondary,Single / not married,Municipal apartment,-21286,-1862,1,0,0,0,Cleaning staff,2,26,1,1
5013299,M,N,N,0,320200.0,Commercial associate,Higher education,Separated,House / apartment,-8957,-2957,1,0,0,0,Sales staff,1,6,0,1
5013300,F,N,N,1,155700.0,Pensioner,Secondary / secondary special,Married,With parents,-16387,-14270,1,0,1,0,Core staff,3,33,1,1
5013301,F,Y,N,0,171700.0,Commercial associate,Incomplete higher,Married,Municipal apartment,-15614,-2196,1,0,1,0,Accountants,2,58,0,1
5013302,F,Y,Y,0,300100.0,Working,Secondary / secondary special,Married,Office apartment,-17031,-13384,1,0,1,1,Managers,1,10,1,1
5013303,F,Y,Y,0,205600.0,Pensioner,Incomplete higher,Civil marriage,Municipal apartment,-15371,-14185,1,1,0,0,Cooking staff,2,52,0,1
5013304,M,N,N,0,156100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21466,-9994,1,0,0,0,Laborers,1,10,0,1
5013305,F,Y,Y,1,243000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19945,-8465,1,0,0,0,Drivers,3,39,0,1
5013306,F,Y,Y,1,238400.0,Working,Incomplete higher,Married,House / apartment,-10400,-13778,1,0,0,1,Drivers,3,56,0,1
5013307,F,N,N,2,37200.0,Pensioner,Secondary / secondary special,Married,With parents,-22671,-8044,1,1,0,1,Laborers,4,11,0,1
5013308,M,N,N,1,252200.0,Working,Incomplete higher,Single / not married,Municipal apartment,-18506,-7682,1,1,1,0,Cooking staff,2,32,0,0
5013309,M,Y,N,1,244500.0,Working,Secondary / secondary special,Married,House / apartment,-10464,-11889,1,0,0,0,Waiters/barmen staff,3,1,0,1
5013310,M,N,Y,0,144500.0,Working,Higher education,Widow,House / apartment,-16154,-2925,1,0,1,0,IT staff,2,12,0,1
5013311,M,N,Y,0,27900.0,Pensioner,Higher education,Single / not married,House / apartment,-22749,-8086,1,0,1,1,Waiters/barmen staff,1,39,0,1
5013312,F,N,N,2,256800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11300,-12147,1,0,0,0,Waiters/barmen staff,4,56,0,1
5013313,M,N,Y,2,108600.0,Working,Higher education,Married,House / apartment,-19211,-9474,1,0,1,0,HR staff,4,43,0,1
5013314,F,Y,Y,0,79900.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-20267,-4926,1,0,0,1,Accountants,2,8,0,1
5013315,F,Y,Y,0,203400.0,Working,Incomplete higher,Widow,With parents,-17313,-4630,1,0,0,0,Sales staff,1,43,0,1
5013316,F,Y,N,0,336100.0,Commercial associate,Academic degree,Civil marriage,House / apartment,-15890,-8879,1,0,0,1,HR staff,2,35,1,1
5013317,M,N,Y,1,212400.0,Commercial associate,Higher education,Single / not married,House / apartment,-19644,-5838,1,0,1,1,Sales staff,2,34,0,1
5013318,M,N,N,2,325400.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-14985,-5436,1,0,0,0,Private service staff,4,8,0,1
5013319,M,N,Y,1,283500.0,Commercial associate,Higher education,Married,House / apartment,-10994,-3948,1,0,0,1,Drivers,2,3,0,1
5013320,M,N,Y,1,62300.0,Pensioner,Academic degree,Married,House / apartment,-8471,-1196,1,0,1,0,Private service staff,2,22,0,1
5013321,M,Y,N,2,145100.0,Working,Higher education,Separated,House / apartment,-8483,-8511,1,1,1,0,Core staff,4,28,0,0
5013322,F,Y,N,0,165300.0,Pensioner,Higher education,Married,House / apartment,-17567,-4067,1,0,0,0,Security staff,2,21,0,0
5013323,M,Y,N,0,144600.0,Working,Academic degree,Married,House / apartment,-11104,-8645,1,0,1,0,Private service staff,2,11,0,0
5013324,M,N,N,3,295900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11683,-13784,1,1,1,0,Realty agents,4,1,0,0
5013325,M,N,Y,1,197000.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-13267,-2346,1,0,1,1,Low-skill Laborers,2,20,0,0
5013326,F,N,Y,1,200400.0,State servant,Incomplete higher,Single / not married,House / apartment,-17529,-12048,1,1,0,0,Security staff,2,53,0,1
5013327,F,Y,Y,1,207000.0,Working,Higher education,Married,House / apartment,-14268,365243,1,0,0,0,,3,56,0,0
5013328,F,N,Y,1,210000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-21045,-3482,1,1,0,1,Realty agents,3,42,0,1
5013329,F,Y,N,0,285800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9647,-2753,1,0,1,0,Low-skill Laborers,2,23,0,0
5013330,F,N,N,0,14600.0,Student,Higher education,Married,House / apartment,-9844,365243,1,0,0,0,,2,37,0,0
5013331,F,Y,Y,1,111600.0,Working,Secondary / secondary special,Married,House / apartment,-19919,-10196,1,0,0,1,High skill tech staff,2,55,0,1
5013332,M,N,Y,1,192700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13281,-8435,1,0,0,0,Managers,2,12,0,1
5013333,F,Y,N,0,253900.0,Working,Secondary / secondary special,Married,House / apartment,-16692,-733,1,0,0,0,Secretaries,2,17,0,0
5013334,F,Y,N,3,79000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-17824,-1946,1,1,0,0,HR staff,5,14,0,0
5013335,M,N,Y,1,118500.0,Pensioner,Incomplete higher,Married,House / apartment,-18322,-13476,1,0,1,1,High skill tech staff,2,16,0,1
5013336,F,Y,Y,1,255600.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19543,-3270,1,1,0,0,Managers,2,31,0,0
5013337,F,N,Y,0,195600.0,Working,Incomplete higher,Married,With parents,-8863,-822,1,0,1,1,Medicine staff,2,48,0,1
5013338,F,Y,Y,0,222100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12042,-3846,1,0,0,1,Waiters/barmen staff,1,6,0,1
5013339,M,N,Y,1,180000.0,Commercial associate,Incomplete higher,Separated,With parents,-15858,-761,1,0,0,0,Realty agents,3,18,0,0
5013340,F,Y,Y,1,164500.0,Working,Higher education,Civil marriage,House / apartment,-9884,-7797,1,0,1,0,IT staff,2,49,0,1
5013341,F,N,Y,1,160900.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21841,-1457,1,0,0,1,Secretaries,2,15,0,1
5013342,M,N,Y,0,,Commercial associate,Secondary / secondary special,Single / not married,With parents,-12735,-171,1,1,1,0,Cleaning staff,1,25,0,1
5013343,M,N,Y,1,44000.0,Working,Incomplete higher,Married,House / apartment,-21307,-6609,1,1,0,0,Sales staff,2,41,0,1
5013344,M,Y,Y,0,267500.0,Commercial associate,Higher education,Single / not married,House / apartment,-15131,-9753,1,0,1,0,Realty agents,2,49,0,1
5013345,M,N,Y,0,274200.0,Working,Secondary / secondary special,Separated,Rented apartment,-18879,-8383,1,0,0,0,Accountants,1,13,1,1
5013346,F,Y,N,1,145400.0,Commercial associate,Lower secondary,Married,House / apartment,-23371,365243,1,0,1,0,,3,50,0,1
5013347,F,N,N,0,265700.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-17477,-2409,1,0,0,0,High skill tech staff,1,50,0,1
5013348,M,N,Y,0,271900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12410,-7908,1,0,0,0,Cooking staff,1,10,1,0
5013349,M,N,Y,1,107100.0,Working,Secondary / secondary special,Married,Rented apartment,-22332,-11262,1,0,1,0,Medicine staff,3,42,0,1
5013350,F,N,N,0,173300.0,Commercial associate,Incomplete higher,Married,House / apartment,-9970,-6916,1,0,0,0,IT staff,2,30,0,1
5013351,M,Y,Y,0,169800.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9359,-1691,1,0,1,1,Drivers,2,20,0,1
5013352,F,Y,N,0,127100.0,Pensioner,Higher education,Widow,House / apartment,-8680,-6099,1,0,0,1,Medicine staff,1,36,0,1
5013353,M,Y,N,0,168600.0,Working,Secondary / secondary special,Widow,House / apartment,-8094,-13517,1,0,0,0,Laborers,2,29,0,1
5013354,M,N,Y,1,319000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12896,-13983,1,1,0,1,Managers,3,44,0,1
5013355,F,Y,Y,0,298400.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-19271,-6482,1,0,1,0,HR staff,2,39,0,0
5013356,M,N,Y,0,82600.0,Working,Incomplete higher,Separated,House / apartment,-18371,-14209,1,1,0,0,IT staff,2,54,0,0
5013357,F,N,N,0,90600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13271,-7932,1,0,0,0,IT staff,2,43,0,1
5013358,M,N,Y,1,218700.0,Working,Lower secondary,Civil marriage,House / apartment,-21323,-10700,1,1,0,0,Core staff,3,44,0,1
5013359,F,N,N,1,98400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9716,365243,1,0,1,0,,3,8,0,0
5013360,F,Y,Y,0,169000.0,Working,Lower secondary,Married,House / apartment,-14163,-7517,1,0,1,0,IT staff,2,45,0,0
5013361,F,Y,N,0,143000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22968,365243,1,0,0,0,,2,14,0,0
5013362,M,N,N,0,299100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22570,-14150,1,0,1,1,Medicine staff,2,54,0,0
5013363,F,Y,Y,1,102300.0,Working,Secondary / secondary special,Separated,Municipal apartment,-7755,-11453,1,1,1,1,Private service staff,3,59,0,1
5013364,F,Y,N,0,40000.0,Working,Secondary / secondary special,Civil marriage,With parents,-13277,-6813,1,1,0,1,Low-skill Laborers,1,14,0,1
5013365,M,Y,N,1,172900.0,Working,Incomplete higher,Married,House / apartment,-20306,-4753,1,0,1,0,Managers,3,14,0,1
5013366,M,N,Y,1,126100.0,Working,Secondary / secondary special,Married,House / apartment,-23137,-2654,1,0,0,1,Secretaries,3,12,0,1
5013367,F,N,N,2,184200.0,Working,Incomplete higher,Separated,House / apartment,-14068,-10585,1,0,1,0,Waiters/barmen staff,4,10,0,1
5013368,M,Y,N,0,116300.0,Pensioner,Higher education,Married,House / apartment,-12534,-9966,1,1,0,0,Cooking staff,1,17,0,1
5013369,F,Y,Y,0,105400.0,State servant,Higher education,Married,House / apartment,-13746,-1399,1,0,1,0,Drivers,2,24,0,0
5013370,F,N,N,0,311500.0,Working,Secondary / secondary special,Married,Rented apartment,-16284,-9981,1,0,0,1,Waiters/barmen staff,1,45,0,1
5013371,M,Y,N,1,181100.0,Working,Academic degree,Single / not married,House / apartment,-14272,-9423,1,0,1,1,High skill tech staff,3,46,0,1
5013372,F,N,N,0,183800.0,Commercial associate,Higher education,Married,Office apartment,-21166,-8582,1,1,1,0,Private service staff,2,27,0,1
5013373,F,N,N,0,165700.0,State servant,Incomplete higher,Married,House / apartment,-13177,-5279,1,0,1,0,Sales staff,2,7,2,1
5013374,M,N,Y,1,189700.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-20221,-11194,1,0,0,1,IT staff,2,58,0,1
5013375,F,N,Y,0,124600.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-9433,-165,1,1,1,0,Sales staff,2,21,0,1
5013376,M,N,Y,2,326200.0,Working,Higher education,Married,House / apartment,-22640,-3128,1,0,1,1,Realty agents,4,10,0,1
5013377,M,Y,N,0,28000.0,Student,Higher education,Married,House / apartment,-19084,-11451,1,0,1,0,Cleaning staff,2,5,0,1
5013378,F,N,Y,0,88500.0,Working,Secondary / secondary special,Married,House / apartment,-18871,-11310,1,0,1,0,Medicine staff,1,43,0,0
5013379,M,N,Y,0,79200.0,Working,Secondary / secondary special,Married,House / apartment,-15943,-12829,1,0,0,0,IT staff,2,11,0,0
5013380,F,N,Y,0,230300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-7989,-14545,1,0,0,1,High skill tech staff,1,54,1,0
5013381,M,N,N,0,268100.0,Commercial associate,Higher education,Married,House / apartment,-14122,-2060,1,0,0,0,Core staff,1,58,3,1
5013382,F,Y,Y,0,106100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16639,-2762,1,0,0,0,Secretaries,2,4,0,1
5013383,M,N,Y,0,267800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16128,-2311,1,0,0,1,Sales staff,2,32,0,0
5013384,F,Y,Y,0,139200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11637,-7390,1,1,0,0,Core staff,1,45,1,1
5013385,F,Y,Y,1,157300.0,Working,Secondary / secondary special,Widow,Rented apartment,-15476,-1931,1,0,1,1,Medicine staff,2,58,0,0
5013386,F,N,Y,2,206900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17949,-14008,1,0,0,0,Waiters/barmen staff,4,6,2,1
5013387,F,N,Y,0,111700.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-11357,-14263,1,0,1,0,Cleaning staff,2,51,0,1
5013388,F,N,N,2,154200.0,Working,Higher education,Separated,With parents,-21524,-12451,1,0,1,1,IT staff,3,24,0,1
5013389,F,Y,Y,0,148600.0,Working,Lower secondary,Married,House / apartment,-9894,-928,1,0,0,1,Accountants,1,60,0,1
5013390,F,Y,Y,2,194700.0,Working,Secondary / secondary special,Married,House / apartment,-9194,-6853,1,0,0,0,Managers,4,52,0,1
5013391,F,N,N,0,171100.0,Pensioner,Incomplete higher,Married,House / apartment,-20763,-10212,1,0,0,1,Core staff,1,18,1,1
5013392,F,N,Y,1,92500.0,State servant,Higher education,Single / not married,House / apartment,-16672,365243,1,1,0,1,,3,41,0,1
5013393,F,N,Y,0,99800.0,Pensioner,Lower secondary,Married,House / apartment,-19216,-700,1,0,0,0,Realty agents,2,32,0,1
5013394,M,N,Y,1,243100.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17556,-5023,1,1,0,0,High skill tech staff,2,58,0,1
5013395,F,N,Y,0,193800.0,Pensioner,Higher education,Married,House / apartment,-10704,-9193,1,0,1,0,Private service staff,2,32,1,1
5013396,F,N,Y,1,207200.0,Working,Secondary / secondary special,Married,Municipal apartment,-11232,-5198,1,1,0,1,Private service staff,2,38,0,1
5013397,M,Y,N,1,164600.0,Commercial associate,Lower secondary,Married,House / apartment,-9694,-14039,1,0,1,0,HR staff,3,32,0,1
5013398,M,N,Y,0,155600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12430,-11744,1,1,0,1,Cooking staff,2,50,0,1
5013399,F,N,N,0,215200.0,State servant,Secondary / secondary special,Married,House / apartment,-16651,-2361,1,0,0,1,Private service staff,2,3,0,1
5013400,M,N,N,0,160200.0,Working,Incomplete higher,Married,With parents,-16077,-12474,1,0,0,0,Managers,2,57,0,1
5013401,M,N,Y,0,91100.0,State servant,Secondary / secondary special,Separated,House / apartment,-17891,-9989,1,0,0,0,Medicine staff,2,37,1,1
5013402,M,N,N,0,311600.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13954,-4508,1,0,0,0,Managers,2,19,0,1
5013403,M,Y,Y,0,199400.0,Working,Secondary / secondary special,Separated,House / apartment,-16915,-10309,1,0,0,0,Cooking staff,2,43,0,1
5013404,F,N,N,0,133900.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-8961,-13909,1,0,0,0,High skill tech staff,1,29,0,1
5013405,F,N,N,0,95600.0,Working,Secondary / secondary special,Married,House / apartment,-12253,-5016,1,0,1,1,Cleaning staff,2,54,3,1
5013406,F,N,Y,0,55500.0,Commercial associate,Higher education,Married,House / apartment,-20397,-4020,1,0,1,0,IT staff,2,15,1,1
5013407,F,Y,N,0,140800.0,Working,Higher education,Civil marriage,House / apartment,-19473,-12912,1,1,1,0,Core staff,2,48,0,1
5013408,F,Y,Y,1,132800.0,Pensioner,Incomplete higher,Married,House / apartment,-20186,-8662,1,0,1,0,IT staff,2,14,0,1
5013409,M,N,N,1,307300.0,Commercial associate,Higher education,Married,House / apartment,-11056,365243,1,1,0,1,,3,23,0,0
5013410,F,N,Y,2,137800.0,Pensioner,Higher education,Civil marriage,House / apartment,-17319,-14377,1,0,0,0,Managers,4,17,0,1
5013411,M,N,Y,1,97800.0,Working,Higher education,Married,House / apartment,-15865,-2947,1,0,1,0,Realty agents,3,17,0,0
5013412,M,Y,Y,0,108100.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16506,-11227,1,0,0,0,Sales staff,2,2,0,1
5013413,F,N,N,1,180000.0,Pensioner,Higher education,Single / not married,House / apartment,-10852,-2152,1,1,0,1,IT staff,2,35,0,1
5013414,F,N,N,1,188800.0,Commercial associate,Lower secondary,Married,House / apartment,-11143,-2985,1,0,1,1,Cleaning staff,3,12,1,0
5013415,M,Y,N,0,228400.0,Working,Lower secondary,Married,House / apartment,-13409,-12321,1,0,1,1,Security staff,2,57,0,1
5013416,F,Y,Y,0,73600.0,Student,Secondary / secondary special,Single / not married,With parents,-13879,-5315,1,0,0,1,Core staff,2,50,0,0
5013417,F,N,Y,1,151900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15546,-485,1,0,0,0,Private service staff,3,5,0,0
5013418,M,Y,Y,1,138100.0,Pensioner,Higher education,Separated,Co-op apartment,-20029,-5096,1,0,0,1,Cleaning staff,3,7,0,1
5013419,M,N,Y,0,227700.0,Working,Higher education,Married,House / apartment,-17070,-12674,1,0,0,0,Secretaries,2,23,1,1
5013420,M,N,Y,0,57800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22009,-6287,1,0,0,0,HR staff,1,43,0,1
5013421,F,N,N,0,275500.0,Working,Academic degree,Separated,Office apartment,-9177,-1306,1,0,1,0,HR staff,2,37,0,1
5013422,M,Y,N,0,84600.0,Commercial associate,Secondary / secondary special,Married,With parents,-20411,-9939,1,0,0,0,Secretaries,2,11,2,1
5013423,F,N,Y,1,255100.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13197,-12509,1,0,1,0,Laborers,3,8,2,1
5013424,M,N,Y,1,176900.0,Working,Higher education,Civil marriage,Rented apartment,-19506,-9025,1,1,0,0,Secretaries,3,59,2,1
5013425,F,N,N,0,140600.0,Working,Higher education,Married,House / apartment,-16337,-3778,1,0,1,0,Low-skill Laborers,2,45,2,0
5013426,F,N,N,0,151500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-8599,-6316,1,0,0,0,HR staff,2,44,0,1
5013427,F,N,N,0,214600.0,Working,Secondary / secondary special,Married,With parents,-20539,-11887,1,0,0,0,Security staff,1,46,0,1
5013428,M,N,Y,0,294500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12716,-2277,1,0,1,0,Medicine staff,2,50,0,0
5013429,F,N,Y,0,173500.0,Working,Lower secondary,Widow,Municipal apartment,-11752,-14418,1,0,1,1,Sales staff,1,35,2,1
5013430,F,N,Y,0,161800.0,Working,Secondary / secondary special,Married,House / apartment,-11657,-4069,1,0,0,0,Security staff,2,6,0,1
5013431,M,Y,N,0,333200.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-20116,-4095,1,0,0,1,HR staff,1,8,0,0
5013432,M,Y,N,1,51100.0,Student,Higher education,Married,House / apartment,-17527,-12889,1,1,0,0,Sales staff,3,17,1,1
5013433,M,N,N,0,,Working,Academic degree,Single / not married,Rented apartment,-23154,-12355,1,0,1,1,Low-skill Laborers,2,51,0,1
5013434,M,Y,Y,1,167200.0,Working,Academic degree,Married,House / apartment,-9642,-4852,1,0,0,1,Security staff,3,6,0,0
5013435,M,N,Y,0,111900.0,Student,Lower secondary,Married,House / apartment,-18083,-11658,1,0,0,0,Accountants,1,5,0,1
5013436,M,N,Y,1,113000.0,State servant,Secondary / secondary special,Married,House / apartment,-11135,-98,1,0,0,0,Accountants,3,58,0,1
5013437,M,N,N,1,296900.0,Commercial associate,Incomplete higher,Married,House / apartment,-19448,-11561,1,0,0,0,Laborers,2,60,3,1
5013438,F,Y,Y,0,93200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10342,-13058,1,0,1,0,High skill tech staff,1,51,0,1
5013439,M,N,N,0,119700.0,Working,Secondary / secondary special,Married,House / apartment,-20570,-4966,1,1,0,1,Security staff,2,33,0,0
5013440,M,Y,Y,0,205100.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14595,-3812,1,0,0,0,Cleaning staff,2,38,0,1
5013441,F,N,Y,0,114500.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-21887,-12307,1,0,1,1,Realty agents,2,31,0,1
5013442,M,N,Y,0,54200.0,Student,Secondary / secondary special,Married,House / apartment,-14070,-9398,1,0,0,1,HR staff,1,35,0,1
5013443,M,N,Y,0,173700.0,Working,Incomplete higher,Married,Office apartment,-9219,-13586,1,0,0,1,Realty agents,2,21,0,1
5013444,M,N,N,0,136600.0,Working,Academic degree,Separated,House / apartment,-11138,-505,1,1,0,1,High skill tech staff,2,44,0,1
5013445,M,N,N,0,232100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12560,-100,1,0,1,0,IT staff,1,33,0,1
5013446,F,Y,N,2,78000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-10590,365243,1,0,0,0,,4,13,0,0
5013447,M,Y,Y,1,289900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15828,-11687,1,0,1,1,Managers,3,53,0,1
5013448,M,N,N,1,222700.0,Working,Higher education,Separated,House / apartment,-20568,365243,1,0,0,1,,3,15,0,1
5013449,F,N,Y,2,153700.0,Commercial associate,Incomplete higher,Married,House / apartment,-12982,-1116,1,0,1,0,Waiters/barmen staff,3,24,0,1
5013450,F,Y,N,0,156900.0,Working,Higher education,Married,House / apartment,-9050,-4186,1,0,1,1,Private service staff,2,9,0,0
5013451,M,Y,N,1,179800.0,Working,Secondary / secondary special,Separated,Rented apartment,-11251,-3022,1,1,0,0,Waiters/barmen staff,3,23,0,1
5013452,M,Y,Y,0,285600.0,Working,Lower secondary,Single / not married,House / apartment,-14963,-9899,1,0,0,0,Sales staff,2,41,3,1
5013453,F,N,Y,0,156700.0,Working,Secondary / secondary special,Separated,Rented apartment,-22597,-5521,1,0,0,0,Secretaries,2,54,0,1
5013454,F,Y,Y,0,521700.0,Commercial associate,Higher education,Married,With parents,-16846,-3751,1,0,0,1,Security staff,2,1,0,1
5013455,F,N,Y,0,228400.0,Working,Secondary / secondary special,Widow,Rented apartment,-19858,-14376,1,0,0,0,Accountants,2,17,1,1
5013456,M,Y,N,0,257700.0,Commercial associate,Higher education,Separated,House / apartment,-11369,-10004,1,1,1,0,Cleaning staff,2,6,0,1
5013457,M,N,N,0,235700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11102,365243,1,0,1,0,,2,22,0,1
5013458,M,Y,Y,1,71700.0,Working,Secondary / secondary special,Widow,House / apartment,-9412,-10163,1,0,0,1,Secretaries,2,14,0,0
5013459,F,N,Y,0,225600.0,State servant,Higher education,Married,House / apartment,-11524,-14544,1,0,1,0,Secretaries,2,5,0,1
5013460,F,Y,N,1,64400.0,Pensioner,Secondary / secondary special,Married,With parents,-22894,-12508,1,0,0,0,Core staff,2,33,0,1
5013461,M,N,Y,1,234800.0,Working,Higher education,Single / not married,House / apartment,-17843,-5836,1,0,1,0,Core staff,3,13,0,1
5013462,F,N,Y,2,182300.0,Commercial associate,Higher education,Civil marriage,Office apartment,-16403,-5932,1,0,0,1,Cooking staff,4,29,0,1
5013463,M,Y,N,0,129600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14994,-10315,1,0,0,0,Cleaning staff,2,13,0,1
5013464,F,N,Y,0,291700.0,Working,Secondary / secondary special,Separated,House / apartment,-9236,-7752,1,1,1,0,HR staff,2,44,1,1
5013465,F,Y,Y,4,173700.0,Working,Higher education,Married,Rented apartment,-12765,-9557,1,0,0,1,Low-skill Laborers,6,50,0,1
5013466,F,N,Y,0,74300.0,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-10732,-9972,1,0,0,1,Private service staff,1,45,0,0
5013467,M,N,Y,0,241400.0,Working,Secondary / secondary special,Married,Rented apartment,-21085,-89,1,0,0,0,Cooking staff,1,59,0,1
5013468,F,Y,N,0,91600.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11861,-5489,1,0,0,0,Sales staff,1,47,0,1
5013469,M,N,N,0,339500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22797,365243,1,0,0,0,,2,6,1,0
5013470,F,Y,N,0,179000.0,Working,Secondary / secondary special,Widow,House / apartment,-11423,-9514,1,0,0,1,Managers,2,16,3,1
5013471,M,N,N,0,66500.0,Pensioner,Higher education,Widow,With parents,-13363,-194,1,0,1,0,Waiters/barmen staff,2,19,0,0
5013472,F,N,Y,1,231700.0,Working,Higher education,Single / not married,House / apartment,-9144,-13017,1,1,0,0,Cooking staff,2,40,0,1
5013473,M,N,Y,2,272000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18236,-6877,1,0,1,1,HR staff,4,9,0,0
5013474,M,Y,N,0,30800.0,Pensioner,Secondary / secondary special,Single / not married,Office apartment,-10139,-6731,1,0,0,0,Sales staff,2,8,0,1
5013475,M,N,Y,0,176000.0,Working,Lower secondary,Single / not married,House / apartment,-12848,-8511,1,1,0,0,Waiters/barmen staff,2,44,0,1
5013476,M,Y,N,2,198800.0,Working,Higher education,Married,With parents,-23216,-6501,1,1,0,0,High skill tech staff,4,20,0,1
5013477,M,N,Y,1,130100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23338,-641,1,0,1,0,Low-skill Laborers,3,27,2,0
5013478,F,Y,Y,0,168400.0,Working,Higher education,Separated,House / apartment,-8787,-11965,1,0,1,0,Medicine staff,1,34,3,0
5013479,M,Y,N,1,201700.0,State servant,Lower secondary,Married,House / apartment,-13938,-3620,1,0,0,0,IT staff,3,24,0,0
5013480,M,Y,N,0,215800.0,Working,Incomplete higher,Separated,House / apartment,-16978,-9037,1,1,0,0,Realty agents,2,32,0,1
5013481,M,N,N,1,182000.0,Working,Secondary / secondary special,Married,Co-op apartment,-11301,-11321,1,0,0,0,High skill tech staff,2,49,0,1
5013482,M,Y,N,1,165100.0,Working,Higher education,Widow,House / apartment,-8787,-1551,1,0,0,1,Accountants,3,18,0,0
5013483,F,N,Y,0,189300.0,Working,Higher education,Single / not married,House / apartment,-13875,-1673,1,0,0,0,IT staff,2,38,0,1
5013484,F,N,N,1,126200.0,State servant,Higher education,Single / not married,House / apartment,-15482,-139,1,1,1,1,Managers,3,27,0,1
